raw_sponsor_name,cleaned_operating_name,parent_company_candidate,mapping_type,review_status,notes,dashboard_sponsor_name,parent_rollup_name_if_approved,recommended_current_use
"Kortuc, Inc.","Kortuc, Inc.","Kortuc, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kortuc, Inc.","Kortuc, Inc.",Use dashboard_sponsor_name
Kotyora Family Medicine Health Management and Education Association,Kotyora Family Medicine Health Management and Education Association,Kotyora Family Medicine Health Management and Education Association,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kotyora Family Medicine Health Management and Education Association,Kotyora Family Medicine Health Management and Education Association,Use dashboard_sponsor_name
"Kowa Company, Ltd.","Kowa Company, Ltd.","Kowa Company, Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kowa Company, Ltd.","Kowa Company, Ltd.",Use dashboard_sponsor_name
"Koya Medical, Inc.","Koya Medical, Inc.","Koya Medical, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Koya Medical, Inc.","Koya Medical, Inc.",Use dashboard_sponsor_name
Kranus Health GmbH,Kranus Health GmbH,Kranus Health GmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kranus Health GmbH,Kranus Health GmbH,Use dashboard_sponsor_name
Kubota Vision Inc.,Kubota Vision Inc.,Kubota Vision Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Kubota Vision Inc.,Kubota Vision Inc.,Use dashboard_sponsor_name
"Kukjeon Pharmaceutical Co.,Ltd.","Kukjeon Pharmaceutical Co.,Ltd.","Kukjeon Pharmaceutical Co.,Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kukjeon Pharmaceutical Co.,Ltd.","Kukjeon Pharmaceutical Co.,Ltd.",Use dashboard_sponsor_name
"Kunming Pharmaceuticals, Inc.","Kunming Pharmaceuticals, Inc.","Kunming Pharmaceuticals, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kunming Pharmaceuticals, Inc.","Kunming Pharmaceuticals, Inc.",Use dashboard_sponsor_name
"Kure Cells, INC","Kure Cells, INC","Kure Cells, INC",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kure Cells, INC","Kure Cells, INC",Use dashboard_sponsor_name
"Kylonova (Xiamen) Biopharma co., LTD.","Kylonova  Biopharma co., LTD.","Kylonova  Biopharma co., LTD.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kylonova  Biopharma co., LTD.","Kylonova  Biopharma co., LTD.",Use dashboard_sponsor_name
"Kyoto Drug Discovery and Development Co., Ltd.","Kyoto Drug Discovery and Development Co., Ltd.","Kyoto Drug Discovery and Development Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kyoto Drug Discovery and Development Co., Ltd.","Kyoto Drug Discovery and Development Co., Ltd.",Use dashboard_sponsor_name
"Kyowa Kirin Co., Ltd.","Kyowa Kirin Co., Ltd.","Kyowa Kirin Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kyowa Kirin Co., Ltd.","Kyowa Kirin Co., Ltd.",Use dashboard_sponsor_name
"Kyungdong Pharmaceutical Co., Ltd.","Kyungdong Pharmaceutical Co., Ltd.","Kyungdong Pharmaceutical Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Kyungdong Pharmaceutical Co., Ltd.","Kyungdong Pharmaceutical Co., Ltd.",Use dashboard_sponsor_name
L.Molteni & C. dei F.lli Alitti-Soc. di Esercizio S.p.A.,L.Molteni & C. dei F.lli Alitti-Soc. di Esercizio S.p.A.,L.Molteni & C. dei F.lli Alitti-Soc. di Esercizio S.p.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,L.Molteni & C. dei F.lli Alitti-Soc. di Esercizio S.p.A.,L.Molteni & C. dei F.lli Alitti-Soc. di Esercizio S.p.A.,Use dashboard_sponsor_name
"LEAF4Life, Inc.","LEAF4Life, Inc.","LEAF4Life, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"LEAF4Life, Inc.","LEAF4Life, Inc.",Use dashboard_sponsor_name
LIB Therapeutics LLC,LIB Therapeutics LLC,LIB Therapeutics LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LIB Therapeutics LLC,LIB Therapeutics LLC,Use dashboard_sponsor_name
LMC Diabetes & Endocrinology Ltd.,LMC Diabetes & Endocrinology Ltd.,LMC Diabetes & Endocrinology Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LMC Diabetes & Endocrinology Ltd.,LMC Diabetes & Endocrinology Ltd.,Use dashboard_sponsor_name
LUMA Vision Ltd.,LUMA Vision Ltd.,LUMA Vision Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LUMA Vision Ltd.,LUMA Vision Ltd.,Use dashboard_sponsor_name
LVD Biotech S.L,LVD Biotech S.L,LVD Biotech S.L,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LVD Biotech S.L,LVD Biotech S.L,Use dashboard_sponsor_name
LaNova Medicines Limited,LaNova Medicines Limited,LaNova Medicines Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LaNova Medicines Limited,LaNova Medicines Limited,Use dashboard_sponsor_name
Labomar SPA,Labomar SPA,Labomar SPA,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Labomar SPA,Labomar SPA,Use dashboard_sponsor_name
Laboratoire des Adaptations Métaboliques à l'Exercice en conditions Physiologiques et Pathologiques,Laboratoire des Adaptations Métaboliques à l'Exercice en conditions Physiologiques et Pathologiques,Laboratoire des Adaptations Métaboliques à l'Exercice en conditions Physiologiques et Pathologiques,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratoire des Adaptations Métaboliques à l'Exercice en conditions Physiologiques et Pathologiques,Laboratoire des Adaptations Métaboliques à l'Exercice en conditions Physiologiques et Pathologiques,Use dashboard_sponsor_name
Laboratoires Innothera,Laboratoires Innothera,Laboratoires Innothera,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratoires Innothera,Laboratoires Innothera,Use dashboard_sponsor_name
Laboratoires Pronutri,Laboratoires Pronutri,Laboratoires Pronutri,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratoires Pronutri,Laboratoires Pronutri,Use dashboard_sponsor_name
Laboratoires URGO,Laboratoires URGO,Laboratoires URGO,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratoires URGO,Laboratoires URGO,Use dashboard_sponsor_name
"Laboratorio Avi-Mex, S.A. de C.V.","Laboratorio Avi-Mex, S.A. de C.V.","Laboratorio Avi-Mex, S.A. de C.V.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Laboratorio Avi-Mex, S.A. de C.V.","Laboratorio Avi-Mex, S.A. de C.V.",Use dashboard_sponsor_name
Laboratorio Elea Phoenix S.A.,Laboratorio Elea Phoenix S.A.,Laboratorio Elea Phoenix S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratorio Elea Phoenix S.A.,Laboratorio Elea Phoenix S.A.,Use dashboard_sponsor_name
Laboratorio de Vibraçoes Mecanicas e Praticas Integrativas,Laboratorio de Vibraçoes Mecanicas e Praticas Integrativas,Laboratorio de Vibraçoes Mecanicas e Praticas Integrativas,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratorio de Vibraçoes Mecanicas e Praticas Integrativas,Laboratorio de Vibraçoes Mecanicas e Praticas Integrativas,Use dashboard_sponsor_name
Laboratorios Richmond S.A.C.I.F.,Laboratorios Richmond S.A.C.I.F.,Laboratorios Richmond S.A.C.I.F.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratorios Richmond S.A.C.I.F.,Laboratorios Richmond S.A.C.I.F.,Use dashboard_sponsor_name
Laboratorios Silanes S.A. de C.V.,Laboratorios Silanes S.A. de C.V.,Laboratorios Silanes S.A. de C.V.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laboratorios Silanes S.A. de C.V.,Laboratorios Silanes S.A. de C.V.,Use dashboard_sponsor_name
"Laboratorios Viñas, S.A.","Laboratorios Viñas, S.A.","Laboratorios Viñas, S.A.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Laboratorios Viñas, S.A.","Laboratorios Viñas, S.A.",Use dashboard_sponsor_name
"Laguna Health, Inc","Laguna Health, Inc","Laguna Health, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Laguna Health, Inc","Laguna Health, Inc",Use dashboard_sponsor_name
Lakewood-Amedex Inc,Lakewood-Amedex Inc,Lakewood-Amedex Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lakewood-Amedex Inc,Lakewood-Amedex Inc,Use dashboard_sponsor_name
"Laminar, Inc.","Laminar, Inc.","Laminar, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Laminar, Inc.","Laminar, Inc.",Use dashboard_sponsor_name
"Laplace Interventional, Inc","Laplace Interventional, Inc","Laplace Interventional, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Laplace Interventional, Inc","Laplace Interventional, Inc",Use dashboard_sponsor_name
Lapsi Health Holding B.V.,Lapsi Health Holding B.V.,Lapsi Health Holding B.V.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lapsi Health Holding B.V.,Lapsi Health Holding B.V.,Use dashboard_sponsor_name
Latecba S.A.,Latecba S.A.,Latecba S.A.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Latecba S.A.,Latecba S.A.,Use dashboard_sponsor_name
Laurent Pharmaceuticals Inc.,Laurent Pharmaceuticals Inc.,Laurent Pharmaceuticals Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Laurent Pharmaceuticals Inc.,Laurent Pharmaceuticals Inc.,Use dashboard_sponsor_name
Lava Therapeutics,Lava Therapeutics,Lava Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lava Therapeutics,Lava Therapeutics,Use dashboard_sponsor_name
Lavior Pharma Inc.,Lavior Pharma Inc.,Lavior Pharma Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lavior Pharma Inc.,Lavior Pharma Inc.,Use dashboard_sponsor_name
"Leal Therapeutics, Inc","Leal Therapeutics, Inc","Leal Therapeutics, Inc",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Leal Therapeutics, Inc","Leal Therapeutics, Inc",Use dashboard_sponsor_name
Leberstiftungs-GmbH Deutschland,Leberstiftungs-GmbH Deutschland,Leberstiftungs-GmbH Deutschland,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Leberstiftungs-GmbH Deutschland,Leberstiftungs-GmbH Deutschland,Use dashboard_sponsor_name
Lee's Pharmaceutical Limited,Lee's Pharmaceutical Limited,Lee's Pharmaceutical Limited,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lee's Pharmaceutical Limited,Lee's Pharmaceutical Limited,Use dashboard_sponsor_name
Leeuwenhoek Laboratories Co. Ltd.,Leeuwenhoek Laboratories Co. Ltd.,Leeuwenhoek Laboratories Co. Ltd.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Leeuwenhoek Laboratories Co. Ltd.,Leeuwenhoek Laboratories Co. Ltd.,Use dashboard_sponsor_name
Leica Microsystems (Schweiz) AG,Leica Microsystems  AG,Leica Microsystems  AG,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Leica Microsystems  AG,Leica Microsystems  AG,Use dashboard_sponsor_name
Leipzig Heart Science gGmbH,Leipzig Heart Science gGmbH,Leipzig Heart Science gGmbH,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Leipzig Heart Science gGmbH,Leipzig Heart Science gGmbH,Use dashboard_sponsor_name
Leonardo Paroche de Matos,Leonardo Paroche de Matos,Leonardo Paroche de Matos,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Leonardo Paroche de Matos,Leonardo Paroche de Matos,Use dashboard_sponsor_name
"Lepu Medical Technology (Beijing) Co., Ltd.","Lepu Medical Technology  Co., Ltd.","Lepu Medical Technology  Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Lepu Medical Technology  Co., Ltd.","Lepu Medical Technology  Co., Ltd.",Use dashboard_sponsor_name
Les Laboratoires des Médicaments Stériles,Les Laboratoires des Médicaments Stériles,Les Laboratoires des Médicaments Stériles,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Les Laboratoires des Médicaments Stériles,Les Laboratoires des Médicaments Stériles,Use dashboard_sponsor_name
Lescuyer Laboratory,Lescuyer Laboratory,Lescuyer Laboratory,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lescuyer Laboratory,Lescuyer Laboratory,Use dashboard_sponsor_name
"Leuko Labs, Inc.","Leuko Labs, Inc.","Leuko Labs, Inc.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Leuko Labs, Inc.","Leuko Labs, Inc.",Use dashboard_sponsor_name
LeukoLifeDx Inc,LeukoLifeDx Inc,LeukoLifeDx Inc,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LeukoLifeDx Inc,LeukoLifeDx Inc,Use dashboard_sponsor_name
Lexeo Therapeutics,Lexeo Therapeutics,Lexeo Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lexeo Therapeutics,Lexeo Therapeutics,Use dashboard_sponsor_name
Lexicon Pharmaceuticals,Lexicon Pharmaceuticals,Lexicon Pharmaceuticals,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Lexicon Pharmaceuticals,Lexicon Pharmaceuticals,Use dashboard_sponsor_name
"Li Lab,MD","Li Lab,MD","Li Lab,MD",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Li Lab,MD","Li Lab,MD",Use dashboard_sponsor_name
LianBio LLC,LianBio LLC,LianBio LLC,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LianBio LLC,LianBio LLC,Use dashboard_sponsor_name
Libbs Farmacêutica LTDA,Libbs Farmacêutica LTDA,Libbs Farmacêutica LTDA,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Libbs Farmacêutica LTDA,Libbs Farmacêutica LTDA,Use dashboard_sponsor_name
Libyan Center for Biotechnology Research,Libyan Center for Biotechnology Research,Libyan Center for Biotechnology Research,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Libyan Center for Biotechnology Research,Libyan Center for Biotechnology Research,Use dashboard_sponsor_name
Life Seal Vascular Inc.,Life Seal Vascular Inc.,Life Seal Vascular Inc.,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Life Seal Vascular Inc.,Life Seal Vascular Inc.,Use dashboard_sponsor_name
"Life Shield Medical Technology Co., LTD","Life Shield Medical Technology Co., LTD","Life Shield Medical Technology Co., LTD",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Life Shield Medical Technology Co., LTD","Life Shield Medical Technology Co., LTD",Use dashboard_sponsor_name
"Lifetech Scientific (Shenzhen) Co., Ltd.","Lifetech Scientific  Co., Ltd.","Lifetech Scientific  Co., Ltd.",left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,"Lifetech Scientific  Co., Ltd.","Lifetech Scientific  Co., Ltd.",Use dashboard_sponsor_name
